100	4.667179555e-88 
200	3.765391762e-63 
300	4.078460893e-52 
400	1.544622982e-45 
500	4.768053552e-41 
600	9.833924526e-38 
700	3.711854659e-35 
800	4.452219216e-33 
900	2.362072952e-31 
1000	6.84696306e-30 
1100	1.249574759e-28 
1200	1.58518716e-27 
1300	1.501382994e-26 
1400	1.119547597e-25 
1500	6.8432582e-25 
1600	3.538031133e-24 
1700	1.585964937e-23 
1800	6.287677143e-23 
1900	2.240646837e-22 
2000	7.273175948e-22 
2100	2.174465719e-21 
2200	6.043654602e-21 
2300	1.573942676e-20 
2400	3.866727855e-20 
2500	9.013165017e-20 
2600	2.003389415e-19 
2700	4.264827371e-19 
2800	8.728569315e-19 
2900	1.723249845e-18 
3000	3.291588783e-18 
3100	6.099001674e-18 
3200	1.09882115e-17 
3300	1.928954799e-17 
3400	3.305691147e-17 
3500	5.539680901e-17 
3600	9.091914744e-17 
3700	1.463448417e-16 
3800	2.313125001e-16 
3900	3.594344829e-16 
4000	5.496614912e-16 
4100	8.280244997e-16 
4200	1.22983327e-15 
4300	1.802421808e-15 
4400	2.608542926e-15 
4500	3.730526401e-15 
4600	5.275328119e-15 
4700	7.380610813e-15 
4800	1.022201062e-14 
4900	1.402175743e-14 
5000	1.9058831e-14 
5100	2.568084854e-14 
5200	3.431789356e-14 
5300	4.549850914e-14 
5400	5.986809239e-14 
5500	7.820993967e-14 
5600	1.014692046e-13 
5700	1.307800433e-13 
5800	1.674962316e-13 
5900	2.132255516e-13 
6000	2.698682514e-13 
6100	3.396598959e-13 
6200	4.252189291e-13 
6300	5.295992807e-13 
6400	6.563483528e-13 
6500	8.095707291e-13 
6600	9.93997955e-13 
6700	1.215064737e-12 
6800	1.478991915e-12 
6900	1.792876563e-12 
7000	2.164789575e-12 
7100	2.603881079e-12 
7200	3.120494055e-12 
7300	3.72628648e-12 
7400	4.434362374e-12 
7500	5.259412069e-12 
7600	6.217862055e-12 
7700	7.328034726e-12 
7800	8.610318358e-12 
7900	1.008734764e-11 
8000	1.178419504e-11 
8100	1.372857338e-11 
8200	1.595104985e-11 
8300	1.848527169e-11 
8400	2.136820403e-11 
8500	2.464037983e-11 
8600	2.834616253e-11 
8700	3.25340213e-11 
8800	3.725681937e-11 
8900	4.257211556e-11 
9000	4.85424792e-11 
9100	5.523581868e-11 
9200	6.27257237e-11 
9300	7.109182157e-11 
9400	8.042014751e-11 
9500	9.080352923e-11 
9600	1.023419858e-10 
9700	1.151431411e-10 
9800	1.293226515e-10 
9900	1.450046489e-10 
10000	1.623221974e-10 
10100	1.814177659e-10 
10200	2.024437145e-10 
10300	2.255627964e-10 
10400	2.509486745e-10 
10500	2.787864525e-10 
10600	3.092732215e-10 
10700	3.426186209e-10 
10800	3.790454144e-10 
10900	4.187900804e-10 
11000	4.621034176e-10 
11100	5.09251165e-10 
11200	5.605146361e-10 
11300	6.161913686e-10 
11400	6.765957868e-10 
11500	7.420598803e-10 
11600	8.129338952e-10 
11700	8.895870399e-10 
11800	9.724082051e-10 
11900	1.061806697e-09 
12000	1.158212985e-09 
12100	1.262079461e-09 
12200	1.373881214e-09 
12300	1.494116816e-09 
12400	1.623309123e-09 
12500	1.762006087e-09 
12600	1.91078158e-09 
12700	2.070236231e-09 
12800	2.240998278e-09 
12900	2.423724426e-09 
13000	2.61910072e-09 
13100	2.827843432e-09 
13200	3.050699954e-09 
13300	3.288449705e-09 
13400	3.541905049e-09 
13500	3.81191222e-09 
13600	4.099352262e-09 
13700	4.405141979e-09 
13800	4.730234888e-09 
13900	5.075622188e-09 
14000	5.442333738e-09 
14100	5.831439039e-09 
14200	6.244048231e-09 
14300	6.681313093e-09 
14400	7.144428058e-09 
14500	7.634631224e-09 
14600	8.153205388e-09 
14700	8.701479074e-09 
14800	9.280827578e-09 
14900	9.892674011e-09 
15000	1.053849036e-08 
15100	1.121979854e-08 
15200	1.193817146e-08 
15300	1.269523411e-08 
15400	1.349266463e-08 
15500	1.433219539e-08 
15600	1.521561406e-08 
15700	1.614476476e-08 
15800	1.712154909e-08 
15900	1.814792727e-08 
16000	1.922591925e-08 
16100	2.035760579e-08 
16200	2.154512959e-08 
16300	2.279069642e-08 
16400	2.409657621e-08 
16500	2.54651042e-08 
16600	2.689868202e-08 
16700	2.839977887e-08 
16800	2.997093263e-08 
16900	3.161475095e-08 
17000	3.333391245e-08 
17100	3.513116779e-08 
17200	3.700934084e-08 
17300	3.89713298e-08 
17400	4.102010835e-08 
17500	4.315872676e-08 
17600	4.539031305e-08 
17700	4.77180741e-08 
17800	5.014529681e-08 
17900	5.267534922e-08 
18000	5.531168164e-08 
18100	5.80578278e-08 
18200	6.091740595e-08 
18300	6.389412004e-08 
18400	6.699176079e-08 
18500	7.021420686e-08 
18600	7.356542594e-08 
18700	7.704947592e-08 
18800	8.067050595e-08 
18900	8.443275761e-08 
19000	8.8340566e-08 
19100	9.239836086e-08 
19200	9.661066765e-08 
19300	1.009821087e-07 
19400	1.055174043e-07 
19500	1.102213738e-07 
19600	1.150989367e-07 
19700	1.201551136e-07 
19800	1.253950277e-07 
19900	1.308239054e-07 
20000	1.364470776e-07 
20100	1.422699808e-07 
20200	1.482981582e-07 
20300	1.545372606e-07 
20400	1.609930476e-07 
20500	1.676713887e-07 
20600	1.74578264e-07 
20700	1.817197658e-07 
20800	1.891020993e-07 
20900	1.967315834e-07 
21000	2.046146525e-07 
21100	2.127578565e-07 
21200	2.211678628e-07 
21300	2.298514566e-07 
21400	2.388155423e-07 
21500	2.480671444e-07 
21600	2.576134082e-07 
