100	2.04223e-05 
200	4.08467e-05 
300	6.12734e-05 
400	8.17023e-05 
500	0.000102133 
600	0.000122567 
700	0.000143002 
800	0.00016344 
900	0.00018388 
1000	0.000204322 
1100	0.000224766 
1200	0.000245212 
1300	0.000265661 
1400	0.000286112 
1500	0.000306565 
1600	0.00032702 
1700	0.000347477 
1800	0.000367937 
1900	0.000388399 
2000	0.000408863 
2100	0.000429329 
2200	0.000449797 
2300	0.000470268 
2400	0.00049074 
2500	0.000511215 
2600	0.000531692 
2700	0.000552172 
2800	0.000572653 
2900	0.000593137 
3000	0.000613623 
3100	0.000634111 
3200	0.000654601 
3300	0.000675093 
3400	0.000695588 
3500	0.000716084 
3600	0.000736583 
3700	0.000757084 
3800	0.000777588 
3900	0.000798093 
4000	0.000818601 
4100	0.000839111 
4200	0.000859622 
4300	0.000880137 
4400	0.000900653 
4500	0.000921171 
4600	0.000941692 
4700	0.000962215 
4800	0.00098274 
4900	0.00100327 
5000	0.0010238 
5100	0.00104433 
5200	0.00106486 
5300	0.0010854 
5400	0.00110594 
5500	0.00112648 
5600	0.00114702 
5700	0.00116756 
5800	0.00118811 
5900	0.00120866 
6000	0.00122921 
6100	0.00124976 
6200	0.00127032 
6300	0.00129088 
6400	0.00131144 
6500	0.001332 
6600	0.00135256 
6700	0.00137313 
6800	0.0013937 
6900	0.00141427 
7000	0.00143484 
7100	0.00145541 
7200	0.00147599 
7300	0.00149657 
7400	0.00151715 
7500	0.00153773 
7600	0.00155832 
7700	0.00157891 
7800	0.0015995 
7900	0.00162009 
8000	0.00164068 
8100	0.00166128 
8200	0.00168188 
8300	0.00170248 
8400	0.00172308 
8500	0.00174369 
8600	0.00176429 
8700	0.0017849 
8800	0.00180551 
8900	0.00182613 
9000	0.00184674 
9100	0.00186736 
9200	0.00188798 
9300	0.0019086 
9400	0.00192923 
9500	0.00194985 
9600	0.00197048 
9700	0.00199111 
9800	0.00201175 
9900	0.00203238 
10000	0.00205302 
10100	0.00207366 
10200	0.0020943 
10300	0.00211494 
10400	0.00213559 
10500	0.00215624 
10600	0.00217689 
10700	0.00219754 
10800	0.00221819 
10900	0.00223885 
11000	0.00225951 
11100	0.00228017 
11200	0.00230083 
11300	0.00232149 
11400	0.00234216 
11500	0.00236283 
11600	0.0023835 
11700	0.00240418 
11800	0.00242485 
11900	0.00244553 
12000	0.00246621 
12100	0.00248689 
12200	0.00250757 
12300	0.00252826 
12400	0.00254895 
12500	0.00256964 
12600	0.00259033 
12700	0.00261103 
12800	0.00263172 
12900	0.00265242 
13000	0.00267312 
13100	0.00269383 
13200	0.00271453 
13300	0.00273524 
13400	0.00275595 
13500	0.00277666 
13600	0.00279737 
13700	0.00281809 
13800	0.00283881 
13900	0.00285953 
14000	0.00288025 
14100	0.00290097 
14200	0.0029217 
14300	0.00294243 
14400	0.00296316 
14500	0.00298389 
14600	0.00300463 
14700	0.00302536 
14800	0.0030461 
14900	0.00306684 
15000	0.00308759 
15100	0.00310833 
15200	0.00312908 
15300	0.00314983 
15400	0.00317058 
15500	0.00319133 
15600	0.00321209 
15700	0.00323285 
15800	0.00325361 
15900	0.00327437 
16000	0.00329514 
16100	0.0033159 
16200	0.00333667 
16300	0.00335744 
16400	0.00337821 
