100	1.14484e-06 
200	2.28948e-06 
300	3.43392e-06 
400	4.57817e-06 
500	5.72222e-06 
600	6.86608e-06 
700	8.00974e-06 
800	9.15321e-06 
900	1.02965e-05 
1000	1.14395e-05 
1100	1.25824e-05 
1200	1.37251e-05 
1300	1.48676e-05 
1400	1.60099e-05 
1500	1.7152e-05 
1600	1.82939e-05 
1700	1.94356e-05 
1800	2.05771e-05 
1900	2.17184e-05 
2000	2.28595e-05 
2100	2.40004e-05 
2200	2.51411e-05 
2300	2.62816e-05 
2400	2.74219e-05 
2500	2.8562e-05 
2600	2.9702e-05 
2700	3.08417e-05 
2800	3.19812e-05 
2900	3.31205e-05 
3000	3.42597e-05 
3100	3.53986e-05 
3200	3.65373e-05 
3300	3.76759e-05 
3400	3.88142e-05 
3500	3.99523e-05 
3600	4.10903e-05 
3700	4.2228e-05 
3800	4.33656e-05 
3900	4.45029e-05 
4000	4.564e-05 
4100	4.6777e-05 
4200	4.79137e-05 
4300	4.90503e-05 
4400	5.01866e-05 
4500	5.13228e-05 
4600	5.24587e-05 
4700	5.35945e-05 
4800	5.473e-05 
4900	5.58654e-05 
5000	5.70005e-05 
5100	5.81355e-05 
5200	5.92702e-05 
5300	6.04048e-05 
5400	6.15392e-05 
5500	6.26733e-05 
5600	6.38073e-05 
5700	6.4941e-05 
5800	6.60746e-05 
5900	6.72079e-05 
6000	6.83411e-05 
6100	6.9474e-05 
6200	7.06068e-05 
6300	7.17393e-05 
6400	7.28717e-05 
6500	7.40038e-05 
6600	7.51357e-05 
6700	7.62675e-05 
6800	7.7399e-05 
6900	7.85304e-05 
7000	7.96615e-05 
7100	8.07925e-05 
7200	8.19232e-05 
7300	8.30537e-05 
7400	8.41841e-05 
7500	8.53142e-05 
7600	8.64441e-05 
7700	8.75738e-05 
7800	8.87034e-05 
7900	8.98327e-05 
8000	9.09618e-05 
8100	9.20907e-05 
8200	9.32195e-05 
8300	9.4348e-05 
8400	9.54763e-05 
8500	9.66044e-05 
8600	9.77323e-05 
8700	9.886e-05 
8800	9.99875e-05 
8900	0.000101115 
9000	0.000102242 
9100	0.000103369 
9200	0.000104495 
9300	0.000105622 
9400	0.000106748 
9500	0.000107874 
9600	0.000109 
9700	0.000110126 
9800	0.000111251 
9900	0.000112377 
10000	0.000113502 
10100	0.000114627 
10200	0.000115751 
10300	0.000116876 
10400	0.000118 
10500	0.000119124 
10600	0.000120248 
10700	0.000121371 
10800	0.000122495 
10900	0.000123618 
11000	0.000124741 
11100	0.000125864 
11200	0.000126986 
11300	0.000128109 
11400	0.000129231 
11500	0.000130353 
11600	0.000131475 
11700	0.000132596 
11800	0.000133718 
11900	0.000134839 
12000	0.00013596 
12100	0.000137081 
12200	0.000138201 
12300	0.000139322 
12400	0.000140442 
12500	0.000141562 
12600	0.000142681 
12700	0.000143801 
12800	0.00014492 
12900	0.000146039 
13000	0.000147158 
13100	0.000148277 
13200	0.000149395 
13300	0.000150514 
13400	0.000151632 
13500	0.00015275 
13600	0.000153867 
13700	0.000154985 
13800	0.000156102 
13900	0.000157219 
14000	0.000158336 
14100	0.000159453 
14200	0.000160569 
14300	0.000161685 
14400	0.000162801 
14500	0.000163917 
14600	0.000165033 
14700	0.000166148 
14800	0.000167263 
14900	0.000168378 
15000	0.000169493 
15100	0.000170607 
15200	0.000171722 
15300	0.000172836 
15400	0.00017395 
15500	0.000175064 
15600	0.000176177 
15700	0.00017729 
15800	0.000178403 
15900	0.000179516 
16000	0.000180629 
16100	0.000181741 
16200	0.000182854 
16300	0.000183966 
16400	0.000185078 
16500	0.000186189 
16600	0.000187301 
16700	0.000188412 
16800	0.000189523 
16900	0.000190634 
17000	0.000191744 
17100	0.000192855 
17200	0.000193965 
17300	0.000195075 
17400	0.000196185 
17500	0.000197294 
17600	0.000198403 
17700	0.000199512 
17800	0.000200621 
17900	0.00020173 
18000	0.000202839 
18100	0.000203947 
18200	0.000205055 
18300	0.000206163 
18400	0.00020727 
18500	0.000208378 
18600	0.000209485 
18700	0.000210592 
18800	0.000211699 
18900	0.000212805 
19000	0.000213912 
19100	0.000215018 
19200	0.000216124 
19300	0.00021723 
19400	0.000218335 
19500	0.000219441 
19600	0.000220546 
19700	0.000221651 
19800	0.000222755 
19900	0.00022386 
20000	0.000224964 
20100	0.000226068 
20200	0.000227172 
20300	0.000228275 
20400	0.000229379 
20500	0.000230482 
20600	0.000231585 
20700	0.000232688 
20800	0.00023379 
20900	0.000234893 
21000	0.000235995 
21100	0.000237097 
21200	0.000238198 
21300	0.0002393 
21400	0.000240401 
21500	0.000241502 
21600	0.000242603 
21700	0.000243704 
21800	0.000244804 
21900	0.000245905 
22000	0.000247005 
22100	0.000248104 
22200	0.000249204 
22300	0.000250303 
22400	0.000251402 
22500	0.000252501 
22600	0.0002536 
22700	0.000254699 
22800	0.000255797 
22900	0.000256895 
23000	0.000257993 
23100	0.00025909 
23200	0.000260188 
23300	0.000261285 
23400	0.000262382 
23500	0.000263479 
23600	0.000264575 
23700	0.000265672 
23800	0.000266768 
23900	0.000267864 
24000	0.00026896 
24100	0.000270055 
24200	0.00027115 
24300	0.000272245 
24400	0.00027334 
24500	0.000274435 
24600	0.000275529 
24700	0.000276624 
24800	0.000277718 
24900	0.000278811 
25000	0.000279905 
25100	0.000280998 
25200	0.000282091 
25300	0.000283184 
25400	0.000284277 
25500	0.00028537 
